@RELATION DepthMaps 
@ATTRIBUTE dynamic_shape_context0 numeric
@ATTRIBUTE dynamic_shape_context1 numeric
@ATTRIBUTE dynamic_shape_context2 numeric
@ATTRIBUTE dynamic_shape_context3 numeric
@ATTRIBUTE dynamic_shape_context4 numeric
@ATTRIBUTE dynamic_shape_context5 numeric
@ATTRIBUTE dynamic_shape_context6 numeric
@ATTRIBUTE dynamic_shape_context7 numeric
@ATTRIBUTE dynamic_shape_context8 numeric
@ATTRIBUTE dynamic_shape_context9 numeric
@ATTRIBUTE dynamic_shape_context10 numeric
@ATTRIBUTE dynamic_shape_context11 numeric
@ATTRIBUTE dynamic_shape_context12 numeric
@ATTRIBUTE dynamic_shape_context13 numeric
@ATTRIBUTE dynamic_shape_context14 numeric
@ATTRIBUTE dynamic_shape_context15 numeric
@ATTRIBUTE dynamic_shape_context16 numeric
@ATTRIBUTE dynamic_shape_context17 numeric
@ATTRIBUTE dynamic_shape_context18 numeric
@ATTRIBUTE dynamic_shape_context19 numeric
@ATTRIBUTE dynamic_shape_context20 numeric
@ATTRIBUTE dynamic_shape_context21 numeric
@ATTRIBUTE dynamic_shape_context22 numeric
@ATTRIBUTE dynamic_shape_context23 numeric
@ATTRIBUTE dynamic_shape_context24 numeric
@ATTRIBUTE dynamic_shape_context25 numeric
@ATTRIBUTE dynamic_shape_context26 numeric
@ATTRIBUTE dynamic_shape_context27 numeric
@ATTRIBUTE dynamic_shape_context28 numeric
@ATTRIBUTE dynamic_shape_context29 numeric
@ATTRIBUTE dynamic_shape_context30 numeric
@ATTRIBUTE dynamic_shape_context31 numeric
@ATTRIBUTE dynamic_shape_context32 numeric
@ATTRIBUTE dynamic_shape_context33 numeric
@ATTRIBUTE dynamic_shape_context34 numeric
@ATTRIBUTE dynamic_shape_context35 numeric
@ATTRIBUTE dynamic_shape_context36 numeric
@ATTRIBUTE dynamic_shape_context37 numeric
@ATTRIBUTE dynamic_shape_context38 numeric
@ATTRIBUTE dynamic_shape_context39 numeric
@ATTRIBUTE dynamic_shape_context40 numeric
@ATTRIBUTE dynamic_shape_context41 numeric
@ATTRIBUTE dynamic_shape_context42 numeric
@ATTRIBUTE dynamic_shape_context43 numeric
@ATTRIBUTE dynamic_shape_context44 numeric
@ATTRIBUTE dynamic_shape_context45 numeric
@ATTRIBUTE dynamic_shape_context46 numeric
@ATTRIBUTE dynamic_shape_context47 numeric
@ATTRIBUTE dynamic_shape_context48 numeric
@ATTRIBUTE dynamic_shape_context49 numeric
@ATTRIBUTE class { A B C D E F G H I J K L M N O P Q R S T U V  } 

 @DATA 
-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,-0.117087,O
-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,-0.121497,O
-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,-0.119759,O
-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,-0.119843,O
-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,-0.129797,O
-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,-0.118816,O
-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,-0.128087,O
-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,-0.131061,O
-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,-0.127182,O
-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,-0.116921,O
-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,-0.127897,O
-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,-0.124558,O
-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,-0.126488,O
-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,-0.139249,P
-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,-0.139281,P
-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,-0.140198,P
-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,-0.127875,P
-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,-0.140844,P
-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,-0.134830,P
-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,-0.140054,P
-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,-0.139596,P
-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,-0.140004,P
-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,-0.138168,P
-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,-0.138563,P
-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,-0.138360,P
-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,-0.138811,P
-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,-0.138235,P
-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,-0.137374,P
-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,-0.137601,P
-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,-0.137443,P
-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,-0.138302,P
-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,-0.138959,P
-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,-0.139013,P
-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,-0.137353,P
-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,-0.139080,P
-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,-0.138673,P
-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,-0.138054,P
-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,-0.137464,P
-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,-0.137773,P
-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,-0.128477,Q
-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,-0.135875,Q
-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,-0.130296,Q
